title,link,description,{http://purl.org/rss/1.0/modules/content/}encoded,pubDate,guid,ID
b'Shan Chicken Masala - W\xc3\xbcrzmischung und Shan Chapli Kabab - W\xc3\xbcrzmischung',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90383',"b'<b>Produktbezeichnung:</b>\nShan Chicken Masala - W\xc3\xbcrzmischung und\nShan Chapli Kabab - W\xc3\xbcrzmischung<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStarfood Impex GmbH, Holstenhofweg 41a, 22043 Hamburg<br/>\n<b>Grund der Warnung:</b>\nerh\xc3\xb6hter Gehalt an Ethylenoxid<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBerlin, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Schleswig-Holstein<br/>\n'","b'<b>Produktbezeichnung:</b>\nShan Chicken Masala - W\xc3\xbcrzmischung und\nShan Chapli Kabab - W\xc3\xbcrzmischung<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nStarfood Impex GmbH, Holstenhofweg 41a, 22043 Hamburg<br/>\n<b>Grund der Warnung:</b>\nerh\xc3\xb6hter Gehalt an Ethylenoxid<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBerlin, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Schleswig-Holstein<br/>\n'","b'Fri, 31 Mar 2023 13:18:47 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90383',144
"b'NISH MAN After Shave 01 antartica, 200ml'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/kosmetische+mittel/90318',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/716216ab-69c0-4a5b-a61f-15024ffe6208/Produktfoto_Nishman_After Shave Cologne_antarctica_01_2.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nNISH MAN After Shave 01 antartica, 200ml<br/>\n<b>Typ:</b>\nkosmetische Mittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: LAYNEL/ Alsabh, Moutasem, Ringbahnstr. 22 -30, 12099 Berlin<br/>\n<b>Grund der Warnung:</b>\nnicht zugelassener Stoff - Butylphenyl Methylpropional (Lilial)<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/716216ab-69c0-4a5b-a61f-15024ffe6208/Produktfoto_Nishman_After Shave Cologne_antarctica_01_2.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nNISH MAN After Shave 01 antartica, 200ml<br/>\n<b>Typ:</b>\nkosmetische Mittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: LAYNEL/ Alsabh, Moutasem, Ringbahnstr. 22 -30, 12099 Berlin<br/>\n<b>Grund der Warnung:</b>\nnicht zugelassener Stoff - Butylphenyl Methylpropional (Lilial)<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'Fri, 31 Mar 2023 10:30:48 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/kosmetische+mittel/90318',145
b'enerBiO Mandeln w\xc3\xbcrzig',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90321',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/e7da3258-1da4-41aa-be44-c805395a3564/Produktbild.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nenerBiO Mandeln w\xc3\xbcrzig<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nDirk Rossmann GmbH, \nIsernh\xc3\xa4gener Str. 16, \n30938 Burgwedel<br/>\n<b>Grund der Warnung:</b>\nEs kann nicht ausgeschlossen werden, dass einzelne Packungen einen erh\xc3\xb6hten Anteil an Bittermandeln enthalten.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/e7da3258-1da4-41aa-be44-c805395a3564/Produktbild.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nenerBiO Mandeln w\xc3\xbcrzig<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nDirk Rossmann GmbH, \nIsernh\xc3\xa4gener Str. 16, \n30938 Burgwedel<br/>\n<b>Grund der Warnung:</b>\nEs kann nicht ausgeschlossen werden, dass einzelne Packungen einen erh\xc3\xb6hten Anteil an Bittermandeln enthalten.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Fri, 31 Mar 2023 10:25:25 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90321',146
b'\xe2\x80\x9edmBio W\xc3\xbcrzige Mandeln 50 g\xe2\x80\x9c',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90257',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/f67a2dcc-1f11-43e4-abaa-3801c1e38c0c/Unbenannt.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\n\xe2\x80\x9edmBio W\xc3\xbcrzige Mandeln 50 g\xe2\x80\x9c<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: \ndm-drogerie Markt GmbH + Co. KG<br/>\n<b>Grund der Warnung:</b>\nEs kann nicht ausgeschlossen werden, dass einzelne Packungen einen erh\xc3\xb6hten Anteil an Bittermandeln enthalten.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/f67a2dcc-1f11-43e4-abaa-3801c1e38c0c/Unbenannt.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\n\xe2\x80\x9edmBio W\xc3\xbcrzige Mandeln 50 g\xe2\x80\x9c<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: \ndm-drogerie Markt GmbH + Co. KG<br/>\n<b>Grund der Warnung:</b>\nEs kann nicht ausgeschlossen werden, dass einzelne Packungen einen erh\xc3\xb6hten Anteil an Bittermandeln enthalten.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Thu, 30 Mar 2023 14:13:14 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90257',147
b'Laib & Seele Kastenform 25 cm',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/90208',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/5d0b3732-4a40-47c7-8f6a-0567402e88c9/Produktfoto.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nLaib & Seele Kastenform 25 cm<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nRBV Birkmann GmbH & Co. KG\nHegelstra\xc3\x9fe 15\n33790 Halle<br/>\n<b>Grund der Warnung:</b>\nErh\xc3\xb6hte Freisetzung von Cobalt, Nickel und Mangan<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/5d0b3732-4a40-47c7-8f6a-0567402e88c9/Produktfoto.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nLaib & Seele Kastenform 25 cm<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nRBV Birkmann GmbH & Co. KG\nHegelstra\xc3\x9fe 15\n33790 Halle<br/>\n<b>Grund der Warnung:</b>\nErh\xc3\xb6hte Freisetzung von Cobalt, Nickel und Mangan<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Wed, 29 Mar 2023 13:37:28 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/90208',148
"b'Golden Diamond, Jelly Fish, 454g'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90185',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/bc24eca1-c29b-42d3-bada-88653563b16d/Produktfoto Jelly Fish - Qualle.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nGolden Diamond, Jelly Fish, 454g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: Orient Master GmbH, Kantstra\xc3\x9fe 101, 10627 Berlin und Go Asia Deutschland GmbH, Mecklenburgische Str. 22a, 10713 Berlin<br/>\n<b>Grund der Warnung:</b>\nnicht zugelassener Zusatzstoff Aluminiumsulfat (Alaun, E520)<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Sachsen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/bc24eca1-c29b-42d3-bada-88653563b16d/Produktfoto Jelly Fish - Qualle.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nGolden Diamond, Jelly Fish, 454g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: Orient Master GmbH, Kantstra\xc3\x9fe 101, 10627 Berlin und Go Asia Deutschland GmbH, Mecklenburgische Str. 22a, 10713 Berlin<br/>\n<b>Grund der Warnung:</b>\nnicht zugelassener Zusatzstoff Aluminiumsulfat (Alaun, E520)<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Sachsen<br/>\n'","b'Tue, 28 Mar 2023 14:17:40 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90185',149
b'Schnellbrot 500 g',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90123',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/a742bf74-7846-446d-9cee-adaf7fbf9ffd/Bild_Schnellbrot mit Brotgew\xc3\xbcrz.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nSchnellbrot 500 g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nBauck GmbH, \nDuhenweitz 4, \n29571 Rosche<br/>\n<b>Grund der Warnung:</b>\n\xc3\x9cberh\xc3\xb6hter Gehalt an Atropin und Scopolamin<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/a742bf74-7846-446d-9cee-adaf7fbf9ffd/Bild_Schnellbrot mit Brotgew\xc3\xbcrz.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nSchnellbrot 500 g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nBauck GmbH, \nDuhenweitz 4, \n29571 Rosche<br/>\n<b>Grund der Warnung:</b>\n\xc3\x9cberh\xc3\xb6hter Gehalt an Atropin und Scopolamin<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Fri, 24 Mar 2023 19:05:40 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90123',150
b'dmBio Tahin Sesammus 250 g',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90080',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/5cbcafe4-3173-421a-8f96-28ef068b9810/Produktbild_dmBio Tahin Sesammus 250 g.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\ndmBio Tahin Sesammus 250 g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nVertrieb durch dm-drogerie markt<br/>\n<b>Grund der Warnung:</b>\nEs kann nicht ausgeschlossen werden, dass in dem Artikel Salmonellen auftreten k\xc3\xb6nnen. Der Verzehr von mit Salmonellen belasteten Lebensmitteln kann Durchfall, Bauchschmerzen sowie gelegentlich Erbrechen und leichtes Fieber ausl\xc3\xb6sen.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/5cbcafe4-3173-421a-8f96-28ef068b9810/Produktbild_dmBio Tahin Sesammus 250 g.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\ndmBio Tahin Sesammus 250 g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nVertrieb durch dm-drogerie markt<br/>\n<b>Grund der Warnung:</b>\nEs kann nicht ausgeschlossen werden, dass in dem Artikel Salmonellen auftreten k\xc3\xb6nnen. Der Verzehr von mit Salmonellen belasteten Lebensmitteln kann Durchfall, Bauchschmerzen sowie gelegentlich Erbrechen und leichtes Fieber ausl\xc3\xb6sen.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Fri, 24 Mar 2023 07:02:18 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90080',151
"b'Premium Baking Tarteform, 32 cm'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/89975',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/ecb87c63-95ea-4d71-886f-966c1a61c35f/Foto Tarteform.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nPremium Baking Tarteform, 32 cm<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nRBV Birkmann GmbH & Co. KG\nHegelstra\xc3\x9fe 15\n33790 Halle<br/>\n<b>Grund der Warnung:</b>\nDie Tarteform zeigte bei einem routinem\xc3\xa4\xc3\x9figen LFGB-Test auff\xc3\xa4llige Werte (erh\xc3\xb6hte Freisetzung von Cobalt, Nickel und Mangan).<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/ecb87c63-95ea-4d71-886f-966c1a61c35f/Foto Tarteform.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nPremium Baking Tarteform, 32 cm<br/>\n<b>Typ:</b>\nBedarfsgegenst\xc3\xa4nde<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nRBV Birkmann GmbH & Co. KG\nHegelstra\xc3\x9fe 15\n33790 Halle<br/>\n<b>Grund der Warnung:</b>\nDie Tarteform zeigte bei einem routinem\xc3\xa4\xc3\x9figen LFGB-Test auff\xc3\xa4llige Werte (erh\xc3\xb6hte Freisetzung von Cobalt, Nickel und Mangan).<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'Wed, 22 Mar 2023 14:37:24 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/bedarfsgegenstaende/89975',152
b'Bursam Gegrillte Fleisch Gew\xc3\xbcrze',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90033',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/8fa0918b-ac89-44ad-ab4c-8312185569df/Produktbild.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nBursam Gegrillte Fleisch Gew\xc3\xbcrze<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nBursam e.K<br/>\n<b>Grund der Warnung:</b>\nnicht gekennzeichnetes Allergen Senf<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/8fa0918b-ac89-44ad-ab4c-8312185569df/Produktbild.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nBursam Gegrillte Fleisch Gew\xc3\xbcrze<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nBursam e.K<br/>\n<b>Grund der Warnung:</b>\nnicht gekennzeichnetes Allergen Senf<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern<br/>\n'","b'Wed, 22 Mar 2023 13:50:42 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90033',153
"b'Jelly Straws, Marke ABC, 260g'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90013',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/57eda9d5-44e6-49b9-b084-6ee56a135ff4/Produktfoto.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nJelly Straws, Marke ABC, 260g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: Go Asia Deutschland GmbH, Mecklenburgische Stra\xc3\x9fe 22A, 10713 Berlin und Orient Master GmbH, Kantstra\xc3\x9fe 101, 10627 Berlin<br/>\n<b>Grund der Warnung:</b>\nnicht zugelassene Substanzen Carrageen (E 407) und Johannisbrotkernmehl (E 410)<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/57eda9d5-44e6-49b9-b084-6ee56a135ff4/Produktfoto.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nJelly Straws, Marke ABC, 260g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: Go Asia Deutschland GmbH, Mecklenburgische Stra\xc3\x9fe 22A, 10713 Berlin und Orient Master GmbH, Kantstra\xc3\x9fe 101, 10627 Berlin<br/>\n<b>Grund der Warnung:</b>\nnicht zugelassene Substanzen Carrageen (E 407) und Johannisbrotkernmehl (E 410)<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt<br/>\n'","b'Wed, 22 Mar 2023 12:50:42 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/90013',154
b'Kurkuma Marke: Abido 50g',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/89986',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/39411a95-e6fb-47f3-9c2a-9f089189a7ca/Rckruf_Verbraucherinformation_Kurkuma-1.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nKurkuma \nMarke: Abido \n50g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer:\nOrient Gate GmbH, Pinkertweg 4, 22113 Hamburg<br/>\n<b>Grund der Warnung:</b>\nR\xc3\xbcckst\xc3\xa4nde aus \nPflanzenschutz- und \nSch\xc3\xa4dlingsbek\xc3\xa4mpfungsmitteln -\n\xe2\x80\x9eEthylenoxid\xe2\x80\x9c, deutliche \xc3\x9cberschreitung der Aufnahmemenge geringer Besorgnis.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/39411a95-e6fb-47f3-9c2a-9f089189a7ca/Rckruf_Verbraucherinformation_Kurkuma-1.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nKurkuma \nMarke: Abido \n50g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer:\nOrient Gate GmbH, Pinkertweg 4, 22113 Hamburg<br/>\n<b>Grund der Warnung:</b>\nR\xc3\xbcckst\xc3\xa4nde aus \nPflanzenschutz- und \nSch\xc3\xa4dlingsbek\xc3\xa4mpfungsmitteln -\n\xe2\x80\x9eEthylenoxid\xe2\x80\x9c, deutliche \xc3\x9cberschreitung der Aufnahmemenge geringer Besorgnis.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Tue, 21 Mar 2023 14:50:19 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/89986',155
b'Gef\xc3\xbcllte Datteln mit Walnusskern',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/89948',"b'<b>Produktbezeichnung:</b>\nGef\xc3\xbcllte Datteln mit Walnusskern<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: EDEN Fruits GmbH<br/>\n<b>Grund der Warnung:</b>\nVerletzungsgefahr f\xc3\xbcr Mund- und Rachenbereich, die Speiser\xc3\xb6hre sowie den Magen-Darm-Trakt durch Glassplitter.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Hamburg, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland<br/>\n'","b'<b>Produktbezeichnung:</b>\nGef\xc3\xbcllte Datteln mit Walnusskern<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nInverkehrbringer: EDEN Fruits GmbH<br/>\n<b>Grund der Warnung:</b>\nVerletzungsgefahr f\xc3\xbcr Mund- und Rachenbereich, die Speiser\xc3\xb6hre sowie den Magen-Darm-Trakt durch Glassplitter.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Hamburg, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland<br/>\n'","b'Fri, 17 Mar 2023 15:55:16 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/89948',156
